"TOA5","CR1000_HA07","CR1000","43363","CR1000.Std.22","CPU:Nyack_Met corrected_5_15_12.CR1","34329","Met"
"TIMESTAMP","RECORD","AirTC","RH","BP_mmHg","PAR_Den","SlrkW","Soil_T_C","VW","PA_uS","WindSpeed","WindDir","WindSpeed_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","Rain_mm_Tot","AirTC_Max","AirTC_TMx","AirTC_Min","AirTC_TMn"
"TS","RN","Deg C","%","mmHg","umol/s/m^2","kW/m^2","Deg C","","uSec","kph","Degrees","kph","Deg","Deg","mm","Deg C","Deg C","Deg C","Deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","WVc","WVc","WVc","Tot","Max","TMx","Min","TMn"
"2012-05-28 03:00:00",303,3.773,98.6,762.2,0,0,8.9,0.309,28.08,0,192.3,0,0,0,0.25,3.978,"2012-05-28 02:20:00",3.773,"2012-05-28 03:00:00"
"2012-05-28 04:00:00",304,3.808,99.3,762.4,0,0,8.88,0.309,28.08,0,17.93,0,0,0,0.25,3.808,"2012-05-28 04:00:00",3.705,"2012-05-28 03:10:00"
"2012-05-28 05:00:00",305,3.705,98.7,762.3,4.297,0.002,8.84,0.309,28.08,0,261,0.107,122.1,0,0,3.773,"2012-05-28 04:40:00",3.671,"2012-05-28 04:20:00"
"2012-05-28 06:00:00",306,3.944,97.3,762.3,42.97,0.023,8.81,0.309,28.08,0,174.3,0,0,0,0,3.944,"2012-05-28 06:00:00",3.739,"2012-05-28 05:10:00"
"2012-05-28 07:00:00",307,4.353,95.3,762.4,128,0.064,8.77,0.309,28.08,0,354.2,0,0,0,0,4.353,"2012-05-28 06:50:00",4.046,"2012-05-28 06:10:00"
"2012-05-28 08:00:00",308,5.132,90.4,762.7,256.1,0.125,8.74,0.309,28.08,0,122.9,0,0,0,0,5.134,"2012-05-28 07:50:00",4.456,"2012-05-28 07:10:00"
"2012-05-28 09:00:00",309,6.351,84.4,762.8,450.3,0.223,8.72,0.309,28.08,0,212.1,0,0,0,0,6.351,"2012-05-28 09:00:00",5.436,"2012-05-28 08:20:00"
"2012-05-28 10:00:00",310,7.476,82.5,763.3,567,0.275,8.67,0.309,28.08,2.527,143.5,0.426,110.2,19.7,0,7.476,"2012-05-28 10:00:00",6.419,"2012-05-28 09:20:00"
"2012-05-28 11:00:00",311,8.76,76.75,762.9,735.4,0.358,8.66,0.309,28.09,1.742,107.8,0.905,101.9,3.437,0,8.76,"2012-05-28 11:00:00",7.544,"2012-05-28 10:10:00"
"2012-05-28 12:00:00",312,9.19,72.3,763,491.3,0.228,8.64,0.309,28.09,3.571,166.7,1.026,170.4,8.97,0,9.19,"2012-05-28 12:00:00",8.93,"2012-05-28 11:10:00"
"2012-05-28 13:00:00",313,10.92,65.31,763,936,0.444,8.65,0.309,28.08,1.161,30.86,2.172,119.5,39.12,0,10.92,"2012-05-28 13:00:00",9.4,"2012-05-28 12:10:00"
"2012-05-28 14:00:00",314,12.38,63.63,762.4,1075,0.506,8.67,0.309,28.08,5.718,148,3.389,193.2,60.7,0,12.38,"2012-05-28 14:00:00",11.02,"2012-05-28 13:20:00"
"2012-05-28 15:00:00",315,13.67,61.75,762.3,1520,0.754,8.69,0.309,28.09,0.029,279.4,0.053,221.6,36.54,0,13.67,"2012-05-28 15:00:00",12.38,"2012-05-28 14:10:00"
"2012-05-28 16:00:00",316,14.34,56.7,762.4,580.3,0.264,8.74,0.309,28.09,4.149,203.5,4.055,306.3,56.96,0,14.41,"2012-05-28 15:40:00",13.02,"2012-05-28 15:20:00"
"2012-05-28 17:00:00",317,15.44,54.62,761.8,1221,0.62,8.8,0.309,28.09,1.683,309.3,3.308,298.7,17.19,0,15.44,"2012-05-28 17:00:00",13.83,"2012-05-28 16:30:00"
"2012-05-28 18:00:00",318,14.79,56.73,762.2,197.5,0.081,8.87,0.309,28.09,3.337,252.1,2.684,265.3,40.86,0,15.37,"2012-05-28 17:50:00",14.45,"2012-05-28 17:20:00"
"2012-05-28 19:00:00",319,12.38,74.87,762.1,152.8,0.067,8.95,0.309,28.09,0,211.4,0.575,225.8,17.3,0,13.5,"2012-05-28 18:40:00",12.38,"2012-05-28 19:00:00"
"2012-05-28 20:00:00",320,9.35,83.3,761.6,30.92,0.011,9.03,0.309,28.09,0,342.3,0,0,0,0,12.27,"2012-05-28 19:10:00",9.35,"2012-05-28 20:00:00"
"2012-05-28 21:00:00",321,6.547,90,762.4,0,0,9.1,0.309,28.09,0,91.9,0,0,0,0,9.13,"2012-05-28 20:20:00",6.547,"2012-05-28 21:00:00"
"2012-05-28 22:00:00",322,5.327,96,762.4,0,0,9.17,0.31,28.1,0,10.07,0,0,0,0,6.792,"2012-05-28 21:10:00",5.225,"2012-05-28 21:50:00"
"2012-05-28 23:00:00",323,5.498,96.2,762.4,0,0,9.23,0.31,28.1,0,147.8,0,0,0,0,6.01,"2012-05-28 22:30:00",5.498,"2012-05-28 23:00:00"
"2012-05-29 00:00:00",324,4.694,99.3,762.7,0,0,9.25,0.31,28.1,0,106.3,0,0,0,0,5.194,"2012-05-28 23:10:00",4.383,"2012-05-28 23:40:00"
"2012-05-29 01:00:00",325,3.5,100,762.6,0,0,9.26,0.31,28.1,0,187,0,0,0,0,4.626,"2012-05-29 00:10:00",3.5,"2012-05-29 01:00:00"
"2012-05-29 02:00:00",326,2.387,100,762.2,0,0,9.26,0.31,28.1,0,7.051,0,0,0,0,3.637,"2012-05-29 01:10:00",2.306,"2012-05-29 01:30:00"
"2012-05-29 03:00:00",327,1.433,100,762.5,0,0,9.24,0.31,28.12,0,117,0,0,0,0,2.389,"2012-05-29 02:10:00",1.433,"2012-05-29 03:00:00"
"2012-05-29 04:00:00",328,1.263,100,762.5,0,0,9.2,0.31,28.1,0,34.24,0,0,0,0,1.536,"2012-05-29 03:50:00",1.058,"2012-05-29 03:40:00"
"2012-05-29 05:00:00",329,1.877,100,762.3,12.04,0.007,9.16,0.31,28.1,0,341.1,0,0,0,0,1.877,"2012-05-29 05:00:00",0.683,"2012-05-29 04:10:00"
"2012-05-29 06:00:00",330,2.56,100,762.5,45.56,0.017,9.1,0.31,28.1,0,208.7,0.436,341.5,0.008,0,2.56,"2012-05-29 06:00:00",2.15,"2012-05-29 05:10:00"
"2012-05-29 07:00:00",331,3.944,100,762,208.9,0.098,9.05,0.31,28.1,0,1.09,0,0,0,0,3.944,"2012-05-29 07:00:00",2.799,"2012-05-29 06:10:00"
"2012-05-29 08:00:00",332,5.403,100,762.1,104.8,0.042,8.98,0.31,28.1,2.673,222,1.559,315.6,55.64,0,5.403,"2012-05-29 08:00:00",4.388,"2012-05-29 07:10:00"
"2012-05-29 09:00:00",333,6.623,97.7,763.2,79.06,0.029,8.92,0.309,28.09,3.936,273.7,0.661,269.2,2.586,1.25,6.623,"2012-05-29 09:00:00",5.571,"2012-05-29 08:10:00"
"2012-05-29 10:00:00",334,6.044,94.3,763.3,244,0.111,8.88,0.309,28.08,7.058,207.7,5.16,299.6,68.96,4,6.521,"2012-05-29 09:10:00",5.703,"2012-05-29 09:50:00"
"2012-05-29 11:00:00",335,7.681,86.5,763,624.7,0.286,8.83,0.309,28.08,5.054,326.6,2.14,334.2,53.79,0,7.681,"2012-05-29 11:00:00",6.317,"2012-05-29 10:10:00"
"2012-05-29 12:00:00",336,9.4,77.57,762.7,603.1,0.279,8.79,0.309,28.09,0,98.8,1.268,124.8,17.85,0,9.4,"2012-05-29 12:00:00",8.02,"2012-05-29 11:10:00"
"2012-05-29 13:00:00",337,11.13,70.62,762.1,2350,1.111,8.77,0.309,28.09,0,304.9,2.313,348.6,24.53,0,11.13,"2012-05-29 13:00:00",9.66,"2012-05-29 12:30:00"
"2012-05-29 14:00:00",338,13.4,61,761.5,853,0.363,8.76,0.309,28.09,4.237,322.1,2.506,173.9,70.87,0,13.4,"2012-05-29 14:00:00",11.64,"2012-05-29 13:10:00"
"2012-05-29 15:00:00",339,11.56,75.62,761.4,376.1,0.169,8.75,0.309,28.09,6.022,341.3,6.851,8.94,34.12,0,13.67,"2012-05-29 14:10:00",11.56,"2012-05-29 15:00:00"
"2012-05-29 16:00:00",340,12.08,75.39,761.3,568.5,0.241,8.8,0.309,28.08,11.7,341.9,12.76,324.1,19.61,0.5,12.11,"2012-05-29 15:50:00",9.96,"2012-05-29 15:10:00"
"2012-05-29 17:00:00",341,14.08,65.43,761.3,1158,0.56,8.86,0.309,28.09,0.16,326.1,8.11,316,17.61,0,14.08,"2012-05-29 17:00:00",12.08,"2012-05-29 16:10:00"
"2012-05-29 18:00:00",342,13.4,43.86,761.2,235.2,0.096,8.91,0.309,28.09,3.686,255,7.944,234.6,66.51,0,14.35,"2012-05-29 17:40:00",13.4,"2012-05-29 18:00:00"
"2012-05-29 19:00:00",343,11.94,50.78,761.8,139.1,0.064,8.98,0.309,28.09,5.079,321.6,9.19,22.94,94.2,0,13.5,"2012-05-29 18:10:00",11.94,"2012-05-29 19:00:00"
"2012-05-29 20:00:00",344,10.61,52.42,761.5,37.79,0.017,9.04,0.31,28.1,0.116,195.4,3.038,208.5,27.45,0,12.76,"2012-05-29 19:10:00",10.61,"2012-05-29 20:00:00"
"2012-05-29 21:00:00",345,6.405,80.8,762.3,0,0,9.1,0.31,28.1,0,268.4,1.969,236.9,43.49,0,10.82,"2012-05-29 20:10:00",6.405,"2012-05-29 21:00:00"
"2012-05-29 22:00:00",346,5.294,87.6,762.5,0,0,9.14,0.31,28.1,0,11.79,2.532,327.5,56.46,0,7.27,"2012-05-29 21:20:00",4.407,"2012-05-29 21:50:00"
"2012-05-29 23:00:00",347,4.012,92.9,763.4,0,0,9.18,0.31,28.12,0,42.78,0.751,219.3,0.008,0,4.695,"2012-05-29 22:50:00",3.329,"2012-05-29 22:30:00"
"2012-05-30 00:00:00",348,4.115,93.3,763.6,0,0,9.19,0.31,28.12,0,259.9,0.993,158.8,6.356,0,4.183,"2012-05-29 23:20:00",3.228,"2012-05-29 23:50:00"
"2012-05-30 01:00:00",349,3.5,95.8,763.4,0,0,9.19,0.31,28.12,2.905,74.1,0.484,74.1,0.008,0,3.773,"2012-05-30 00:10:00",3.193,"2012-05-30 00:40:00"
"2012-05-30 02:00:00",350,3.637,96.2,763.4,0,0,9.18,0.31,28.1,0,20.88,0.431,37.98,0,0,3.637,"2012-05-30 02:00:00",3.228,"2012-05-30 01:10:00"
"2012-05-30 03:00:00",351,3.432,97.6,763.9,0,0,9.15,0.31,28.12,0,149.8,0,0,0,0,3.535,"2012-05-30 02:10:00",3.193,"2012-05-30 02:50:00"
"2012-05-30 04:00:00",352,2.719,98.2,764.4,0,0,9.12,0.31,28.12,0,24.81,0,0,0,0,3.364,"2012-05-30 03:30:00",2.719,"2012-05-30 04:00:00"
"2012-05-30 05:00:00",353,3.233,99.1,764.1,15.47,0.007,9.08,0.31,28.12,0,166.4,0,0,0,0,3.233,"2012-05-30 05:00:00",2.791,"2012-05-30 04:10:00"
"2012-05-30 06:00:00",354,4.183,97.6,764.7,107.4,0.049,9.03,0.31,28.12,0,37.09,0,0,0,0,4.183,"2012-05-30 06:00:00",3.16,"2012-05-30 05:20:00"
"2012-05-30 07:00:00",355,5.582,89.5,764.9,367,0.165,8.98,0.31,28.12,0,100.9,0,0,0,0,5.582,"2012-05-30 07:00:00",4.319,"2012-05-30 06:10:00"
"2012-05-30 08:00:00",356,8.64,72.03,764.8,582.6,0.266,8.94,0.31,28.12,0,102.2,0,0,0,0,8.71,"2012-05-30 07:40:00",5.854,"2012-05-30 07:10:00"
"2012-05-30 09:00:00",357,10.36,63.18,765.3,474.2,0.215,8.89,0.31,28.1,0,249.4,0.005,175.8,0.006,0,10.36,"2012-05-30 09:00:00",8.33,"2012-05-30 08:10:00"
"2012-05-30 10:00:00",358,10.19,70,765.2,444.1,0.194,8.86,0.31,28.12,0.029,22.63,1.524,118.6,70.27,0,10.19,"2012-05-30 09:10:00",10.05,"2012-05-30 09:40:00"
"2012-05-30 11:00:00",359,12.22,52.25,764.9,668.1,0.304,8.82,0.31,28.1,0,90.8,0.111,112.9,55.16,0,12.28,"2012-05-30 10:50:00",10.49,"2012-05-30 10:10:00"
"2012-05-30 12:00:00",360,12.72,53.61,764.8,571.9,0.249,8.81,0.31,28.12,0,100.7,2.312,325.9,16.26,0,12.83,"2012-05-30 11:40:00",12.25,"2012-05-30 11:20:00"
"2012-05-30 13:00:00",361,14.32,47.23,764.5,654.3,0.292,8.82,0.31,28.12,4.455,77.35,5.911,49.5,66.77,0,14.32,"2012-05-30 13:00:00",13.24,"2012-05-30 12:10:00"
"2012-05-30 14:00:00",362,14.11,45.69,764.5,750.3,0.336,8.83,0.31,28.12,5.049,269.5,8.17,303.3,90.3,0,14.76,"2012-05-30 13:20:00",13.88,"2012-05-30 13:10:00"
"2012-05-30 15:00:00",363,15.23,45.38,764.2,661,0.299,8.86,0.31,28.12,1.132,51.04,4.304,331.9,70.97,0,15.23,"2012-05-30 15:00:00",14.41,"2012-05-30 14:30:00"
"2012-05-30 16:00:00",364,14.34,41.5,765,414.7,0.187,8.91,0.31,28.12,4.033,125.9,7.602,25.86,65.45,0,14.75,"2012-05-30 15:10:00",14.34,"2012-05-30 16:00:00"
"2012-05-30 17:00:00",365,14.46,42.8,765,309.1,0.142,8.97,0.31,28.12,3.976,189.6,5.707,193.9,55.41,0,14.58,"2012-05-30 16:20:00",14.28,"2012-05-30 16:40:00"
"2012-05-30 18:00:00",366,14.28,47.88,764.8,216.3,0.092,9.03,0.31,28.12,3.86,328.2,3.843,19.1,53.82,0,14.76,"2012-05-30 17:50:00",14.28,"2012-05-30 18:00:00"
"2012-05-30 19:00:00",367,13.88,47.61,765,141.7,0.066,9.1,0.31,28.12,1.364,145.6,3.734,86.3,58.59,0,14.56,"2012-05-30 18:10:00",13.88,"2012-05-30 19:00:00"
"2012-05-30 20:00:00",368,14.26,46.35,765,32.63,0.014,9.17,0.31,28.13,0,234.2,2.535,216.8,68.74,0,14.26,"2012-05-30 20:00:00",13.09,"2012-05-30 19:10:00"
"2012-05-30 21:00:00",369,9.18,75.22,765.2,0.859,0,9.22,0.31,28.13,3.077,291,2.462,265.3,50.75,0,13.44,"2012-05-30 20:10:00",9.18,"2012-05-30 21:00:00"
"2012-05-30 22:00:00",370,7.432,80.5,765.7,0,0,9.26,0.31,28.13,0,31.35,3.324,328.7,24.32,0,8.89,"2012-05-30 21:30:00",7.432,"2012-05-30 22:00:00"
"2012-05-30 23:00:00",371,5.259,84.8,765.9,0,0,9.31,0.31,28.13,0,177.5,0.571,302.8,0,0,6.587,"2012-05-30 22:10:00",5.191,"2012-05-30 22:40:00"
"2012-05-31 00:00:00",372,3.5,95.6,765.9,0,0,9.32,0.31,28.13,0,283.4,0.789,165.2,0.006,0,4.785,"2012-05-30 23:10:00",3.5,"2012-05-31 00:00:00"
"2012-05-31 01:00:00",373,2.758,97.6,765.6,0,0,9.34,0.311,28.14,0,144.1,0.823,24.54,4.743,0,3.705,"2012-05-31 00:20:00",2.758,"2012-05-31 01:00:00"
"2012-05-31 02:00:00",374,2.695,99.8,766,0,0,9.33,0.31,28.13,0.029,92.8,0.751,77.63,8.76,0,2.696,"2012-05-31 01:30:00",2.116,"2012-05-31 01:40:00"
"2012-05-31 03:00:00",375,1.296,100,765.5,0,0,9.3,0.311,28.14,0.029,139.1,0.005,139.1,0,0,2.286,"2012-05-31 02:30:00",1.296,"2012-05-31 03:00:00"
"2012-05-31 04:00:00",376,0.546,100,765.9,0,0,9.26,0.311,28.14,0,222.9,0.409,57.84,0.006,0,1.843,"2012-05-31 03:20:00",0.546,"2012-05-31 04:00:00"
"2012-05-31 05:00:00",377,0.82,100,765.5,21.49,0.009,9.21,0.311,28.14,0,72.6,0,0,0,0,0.957,"2012-05-31 04:50:00",0.717,"2012-05-31 04:10:00"
"2012-05-31 06:00:00",378,1.843,100,765.7,100.6,0.045,9.14,0.311,28.14,0,130.3,0,0,0,0,1.843,"2012-05-31 06:00:00",0.717,"2012-05-31 05:30:00"
"2012-05-31 07:00:00",379,4.329,98.1,765.6,198.6,0.091,9.09,0.311,28.14,0,295,0,0,0,0,4.329,"2012-05-31 07:00:00",2.15,"2012-05-31 06:10:00"
"2012-05-31 08:00:00",380,5.991,89.4,765.4,266.4,0.119,9.02,0.311,28.14,0,102.2,0,0,0,0,5.991,"2012-05-31 08:00:00",4.391,"2012-05-31 07:10:00"
"2012-05-31 09:00:00",381,7.51,83.2,765.2,412.5,0.18,8.96,0.31,28.13,0,49.3,0.034,150.6,0.006,0,7.51,"2012-05-31 09:00:00",6.226,"2012-05-31 08:10:00"
"2012-05-31 10:00:00",382,8.29,85.7,765.1,378,0.17,8.89,0.31,28.13,0,217.8,0.46,179.4,0,0,8.29,"2012-05-31 10:00:00",7.647,"2012-05-31 09:10:00"
"2012-05-31 11:00:00",383,8.52,89,764.9,455.3,0.21,8.85,0.31,28.13,0.174,168.6,1.515,152.6,20.12,0.25,8.52,"2012-05-31 11:00:00",8.01,"2012-05-31 10:40:00"
"2012-05-31 12:00:00",384,9.44,90.4,764.1,501.7,0.232,8.81,0.31,28.13,0,107.8,0.987,146.8,4.194,0,9.44,"2012-05-31 12:00:00",8.55,"2012-05-31 11:10:00"
"2012-05-31 13:00:00",385,11.07,85.2,763.7,849,0.405,8.79,0.31,28.12,5.633,20.04,2.195,68.24,39.27,0.25,11.07,"2012-05-31 13:00:00",9.88,"2012-05-31 12:40:00"
"2012-05-31 14:00:00",386,11.81,80.1,763.6,431.1,0.206,8.77,0.31,28.12,5.05,11.01,9.47,3.157,20.58,0,11.81,"2012-05-31 14:00:00",11.57,"2012-05-31 13:20:00"
"2012-05-31 15:00:00",387,13.16,68.46,763.3,580.5,0.255,8.78,0.31,28.13,5.775,174.2,9.52,186.3,67.55,0,13.95,"2012-05-31 14:40:00",11.64,"2012-05-31 14:10:00"
"2012-05-31 16:00:00",388,11.67,80.4,763.3,453.4,0.2,8.8,0.31,28.13,5.572,7.791,9.4,358,24.57,0,12.96,"2012-05-31 15:10:00",11.66,"2012-05-31 15:50:00"
"2012-05-31 17:00:00",389,11.43,81.2,763.5,331.5,0.149,8.82,0.31,28.13,16.4,354.8,12.99,351,13.8,0,11.81,"2012-05-31 16:20:00",11.06,"2012-05-31 16:50:00"
"2012-05-31 18:00:00",390,12.18,76.52,763.4,333.2,0.153,8.88,0.31,28.13,7.866,289.4,7.75,344.7,29.62,0,12.18,"2012-05-31 18:00:00",11.12,"2012-05-31 17:10:00"
"2012-05-31 19:00:00",391,12.52,74.1,763.1,188.9,0.096,8.92,0.31,28.13,6.85,320.7,4.141,3.699,41.77,0,12.69,"2012-05-31 18:40:00",12.42,"2012-05-31 18:50:00"
"2012-05-31 20:00:00",392,11.57,81.5,763.2,24.05,0.013,8.97,0.31,28.13,0,326.8,1.867,302.9,13.05,0,12.42,"2012-05-31 19:10:00",11.57,"2012-05-31 20:00:00"
"2012-05-31 21:00:00",393,10.65,85.6,762.8,0.859,0,9.01,0.31,28.13,0,127.1,1.896,306.6,21.34,0,11.67,"2012-05-31 20:10:00",10.65,"2012-05-31 21:00:00"
"2012-05-31 22:00:00",394,11.14,84.7,762.8,0,0,9.06,0.31,28.13,5.981,8.96,3.077,4.73,29.84,0,11.16,"2012-05-31 21:30:00",10.31,"2012-05-31 21:20:00"
"2012-05-31 23:00:00",395,10.76,88.5,762.9,0,0,9.1,0.31,28.13,4.994,256.6,2.724,311.2,33.23,0.25,11.03,"2012-05-31 22:40:00",10.56,"2012-05-31 22:50:00"
"2012-06-01 00:00:00",396,9.23,97.2,763,0,0,9.13,0.31,28.13,0,213.5,0,0,0,0.25,10.42,"2012-05-31 23:10:00",9.23,"2012-06-01 00:00:00"
"2012-06-01 01:00:00",397,8.41,98.8,763.1,0,0,9.14,0.31,28.13,0,182.2,0,0,0,0,9.03,"2012-06-01 00:10:00",8.24,"2012-06-01 00:50:00"
"2012-06-01 02:00:00",398,7.169,99.2,762.7,0,0,9.16,0.311,28.14,0,223.8,0,0,0,0,8.18,"2012-06-01 01:20:00",7.167,"2012-06-01 01:50:00"
"2012-06-01 03:00:00",399,6.453,99.7,763,0,0,9.17,0.31,28.13,0,169.4,0,0,0,0,7.067,"2012-06-01 02:10:00",5.873,"2012-06-01 02:30:00"
"2012-06-01 04:00:00",400,6.692,99.9,763.3,0,0,9.18,0.311,28.14,0,169.3,0,0,0,0,6.76,"2012-06-01 03:10:00",6.623,"2012-06-01 03:20:00"
"2012-06-01 05:00:00",401,6.214,100,763.3,17.18,0.006,9.16,0.311,28.14,0,159.8,0,0,0,0,6.589,"2012-06-01 04:10:00",6.214,"2012-06-01 05:00:00"
"2012-06-01 06:00:00",402,6.146,100,763.1,39.52,0.016,9.16,0.311,28.14,0,223.9,0,0,0,0,6.18,"2012-06-01 05:10:00",5.975,"2012-06-01 05:40:00"
"2012-06-01 07:00:00",403,6.453,100,762.8,92.8,0.041,9.15,0.311,28.14,0,146.1,0,0,0,0,6.453,"2012-06-01 07:00:00",6.146,"2012-06-01 06:10:00"
"2012-06-01 08:00:00",404,7.033,100,763.4,115.1,0.052,9.12,0.311,28.14,0,79.18,0,0,0,0,7.101,"2012-06-01 07:50:00",6.521,"2012-06-01 07:10:00"
"2012-06-01 09:00:00",405,7.988,100,763.1,355.7,0.166,9.11,0.311,28.14,0,183.8,0,0,0,0.25,7.988,"2012-06-01 09:00:00",7.169,"2012-06-01 08:10:00"
"2012-06-01 10:00:00",406,9.68,99.5,762.9,539.5,0.254,9.1,0.311,28.14,0,142.7,0.048,138.8,8.77,0.25,9.68,"2012-06-01 10:00:00",8.23,"2012-06-01 09:10:00"
"2012-06-01 11:00:00",407,11.74,92.7,762.5,779.8,0.369,9.09,0.311,28.14,0,67.96,0,0,0,0,11.74,"2012-06-01 11:00:00",9.81,"2012-06-01 10:10:00"
"2012-06-01 12:00:00",408,13.3,87.2,762.4,852,0.395,9.08,0.311,28.14,0,95.1,0.774,95.2,39.97,0,13.82,"2012-06-01 11:40:00",12.25,"2012-06-01 11:10:00"
"2012-06-01 13:00:00",409,14.15,76.6,762.3,820,0.379,9.08,0.311,28.14,3.946,307.6,1.224,223.7,55.85,0,14.28,"2012-06-01 12:30:00",13.81,"2012-06-01 12:50:00"
"2012-06-01 14:00:00",410,14.07,78.74,761.5,594.1,0.281,9.1,0.311,28.14,0,205.9,0,0,0,0,15.1,"2012-06-01 13:20:00",14.04,"2012-06-01 13:50:00"
"2012-06-01 15:00:00",411,15.02,78.22,761.8,674.8,0.308,9.13,0.311,28.14,5.658,304.6,3.951,204.2,74.3,0,15.3,"2012-06-01 14:50:00",14,"2012-06-01 14:10:00"
"2012-06-01 16:00:00",412,15.25,79.82,761.5,785.4,0.369,9.18,0.311,28.14,9.46,25.88,6.295,344.5,45.03,0,15.6,"2012-06-01 15:20:00",14.71,"2012-06-01 15:50:00"
"2012-06-01 17:00:00",413,14.28,85.9,760.6,395.8,0.181,9.24,0.311,28.14,6.673,8.52,6.1,17.08,26.35,0,14.61,"2012-06-01 16:10:00",14.28,"2012-06-01 17:00:00"
"2012-06-01 18:00:00",414,14.15,84.7,760.4,182,0.081,9.3,0.311,28.16,4.585,321.1,4.735,338.9,18.57,0,14.31,"2012-06-01 17:20:00",14.08,"2012-06-01 17:40:00"
"2012-06-01 19:00:00",415,14.15,84.9,759.8,163.1,0.075,9.38,0.311,28.14,2.96,237.1,5.533,355.2,46.89,0,14.39,"2012-06-01 18:40:00",13.98,"2012-06-01 18:30:00"
"2012-06-01 20:00:00",416,11.53,94.7,759.8,24.04,0.007,9.47,0.311,28.14,0,316.3,0.875,257,57.64,0,14.05,"2012-06-01 19:10:00",11.53,"2012-06-01 20:00:00"
"2012-06-01 21:00:00",417,10.27,97.1,759.2,0.859,0,9.54,0.311,28.14,0,141.7,0,0,0,0,11.57,"2012-06-01 20:10:00",10.27,"2012-06-01 21:00:00"
"2012-06-01 22:00:00",418,7.937,98.2,759.2,0,0,9.61,0.311,28.16,0,164.1,0,0,0,0,10.28,"2012-06-01 21:10:00",7.937,"2012-06-01 22:00:00"
"2012-06-01 23:00:00",419,8.7,99.5,759.3,0.859,0,9.66,0.311,28.16,0,254.6,0,0,0,0,8.7,"2012-06-01 23:00:00",7.937,"2012-06-01 22:10:00"
"2012-06-02 00:00:00",420,7.671,99.2,758.5,0,0,9.69,0.311,28.16,0,199.1,0,0,0,0,8.52,"2012-06-01 23:50:00",7.671,"2012-06-02 00:00:00"
"2012-06-02 01:00:00",421,8.86,99.6,758.7,0,0,9.71,0.311,28.16,0,246.3,1.2,206.3,15.24,0,9.03,"2012-06-02 00:30:00",8.39,"2012-06-02 00:10:00"
"2012-06-02 02:00:00",422,8.32,99.8,757.8,0,0,9.72,0.311,28.16,0,137.9,0.619,341.7,0,0,8.32,"2012-06-02 02:00:00",7.496,"2012-06-02 01:20:00"
"2012-06-02 03:00:00",423,8.39,99.9,758.5,0,0,9.7,0.311,28.16,0.029,158,0.005,158,0,0,8.42,"2012-06-02 02:50:00",8.09,"2012-06-02 02:10:00"
"2012-06-02 04:00:00",424,8.69,100,757.1,0,0,9.7,0.311,28.16,0,329,0,0,0,0.25,9,"2012-06-02 03:20:00",8.59,"2012-06-02 03:10:00"
"2012-06-02 05:00:00",425,8.86,100,757.1,13.75,0.007,9.68,0.311,28.16,0,5.156,0.431,328.6,0,0,8.86,"2012-06-02 05:00:00",8.69,"2012-06-02 04:10:00"
"2012-06-02 06:00:00",426,9.4,100,756.8,134,0.067,9.67,0.311,28.16,0,274.8,0.624,326.4,10.1,0,9.4,"2012-06-02 06:00:00",8.93,"2012-06-02 05:20:00"
"2012-06-02 07:00:00",427,10.26,100,756.3,244,0.114,9.65,0.311,28.16,0,200.1,0.45,54.13,0,0.25,10.26,"2012-06-02 07:00:00",9.61,"2012-06-02 06:20:00"
"2012-06-02 08:00:00",428,10.86,99.5,756.1,190.7,0.085,9.63,0.312,28.17,0.871,50.71,1.512,118.8,36.86,0.25,10.9,"2012-06-02 07:50:00",10.29,"2012-06-02 07:10:00"
"2012-06-02 09:00:00",429,12.08,98.3,755.8,434.5,0.198,9.6,0.311,28.16,0,52.51,0,0,0,1,12.08,"2012-06-02 09:00:00",10.89,"2012-06-02 08:10:00"
"2012-06-02 10:00:00",430,12.93,97.1,755.8,329.8,0.146,9.6,0.311,28.16,0,207.9,1.074,329.9,0,3,12.93,"2012-06-02 10:00:00",11.64,"2012-06-02 09:10:00"
"2012-06-02 11:00:00",431,12.79,90.4,756.6,324.6,0.145,9.59,0.311,28.16,5.863,353.8,6.942,339.6,67.9,2.5,13.82,"2012-06-02 10:30:00",12.79,"2012-06-02 10:10:00"
"2012-06-02 12:00:00",432,12.83,90.4,757.2,249.9,0.107,9.6,0.311,28.16,0,323,1.156,258.9,19.84,1.5,12.93,"2012-06-02 11:50:00",12.39,"2012-06-02 11:20:00"
"2012-06-02 13:00:00",433,12.62,93.1,756.9,300.6,0.134,9.62,0.311,28.16,3.193,158.2,2.593,140.3,26.69,2,13.03,"2012-06-02 12:10:00",12.62,"2012-06-02 13:00:00"
"2012-06-02 14:00:00",434,13.37,86.2,757.2,408.8,0.186,9.65,0.313,28.21,7.256,143.6,4.209,183.4,32.24,0.5,13.37,"2012-06-02 14:00:00",12.49,"2012-06-02 13:10:00"
"2012-06-02 15:00:00",435,13.78,78.92,757.4,369.2,0.175,9.69,0.316,28.29,0.145,194,3.381,166.8,69.35,0.25,14.81,"2012-06-02 14:30:00",13.72,"2012-06-02 14:10:00"
