"TOA5","CR1000_HA07","CR1000","43363","CR1000.Std.22","CPU:Nyack_Met corrected_5_15_12.CR1","34329","Met"
"TIMESTAMP","RECORD","AirTC","RH","BP_mmHg","PAR_Den","SlrkW","Soil_T_C","VW","PA_uS","WindSpeed","WindDir","WindSpeed_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","Rain_mm_Tot","AirTC_Max","AirTC_TMx","AirTC_Min","AirTC_TMn"
"TS","RN","Deg C","%","mmHg","umol/s/m^2","kW/m^2","Deg C","","uSec","kph","Degrees","kph","Deg","Deg","mm","Deg C","Deg C","Deg C","Deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","WVc","WVc","WVc","Tot","Max","TMx","Min","TMn"
"2012-06-10 13:00:00",625,4.762,96.7,762.6,153.8,0.078,10.63,0.39,30.44,0,119.1,0,0,0,0.25,4.762,"2012-06-10 13:00:00",4.081,"2012-06-10 12:10:00"
"2012-06-10 14:00:00",626,5.332,96.4,763.1,129.8,0.067,10.59,0.39,30.44,0,130.7,0,0,0,0,5.332,"2012-06-10 14:00:00",4.727,"2012-06-10 13:10:00"
"2012-06-10 15:00:00",627,5.771,96.1,763.8,133.2,0.066,10.55,0.391,30.45,0,137.1,1.694,155.1,1.082,0,5.771,"2012-06-10 15:00:00",5.328,"2012-06-10 14:20:00"
"2012-06-10 16:00:00",628,6.18,95.1,764.4,99.7,0.05,10.5,0.391,30.46,0,68.09,0,0,0,0,6.18,"2012-06-10 16:00:00",5.839,"2012-06-10 15:10:00"
"2012-06-10 17:00:00",629,6.317,95,764.7,132.3,0.068,10.47,0.391,30.45,0,157.9,1.331,145.5,0.231,0,6.351,"2012-06-10 16:20:00",6.214,"2012-06-10 16:10:00"
"2012-06-10 18:00:00",630,6.487,94.1,764.7,44.68,0.023,10.44,0.391,30.46,0,125.9,1.452,159.4,11.11,0,6.521,"2012-06-10 17:50:00",6.385,"2012-06-10 17:10:00"
"2012-06-10 19:00:00",631,6.487,96.5,765.3,20.62,0.01,10.42,0.391,30.46,0,71.82,0,0,0,0,6.521,"2012-06-10 18:30:00",6.487,"2012-06-10 18:10:00"
"2012-06-10 20:00:00",632,6.248,97.6,765.9,10.31,0.006,10.4,0.391,30.46,0,97.1,0.339,158.8,0.006,0,6.487,"2012-06-10 19:10:00",6.214,"2012-06-10 19:50:00"
"2012-06-10 21:00:00",633,6.044,98.3,766,0,0,10.38,0.391,30.46,0,91,0,0,0,0,6.282,"2012-06-10 20:20:00",6.044,"2012-06-10 21:00:00"
"2012-06-10 22:00:00",634,6.044,98.8,766,0,0,10.35,0.391,30.46,0,219.5,0,0,0,0,6.146,"2012-06-10 21:20:00",6.01,"2012-06-10 21:50:00"
"2012-06-10 23:00:00",635,6.112,99,766.4,0,0,10.34,0.391,30.46,0,66.3,0,0,0,0.25,6.112,"2012-06-10 23:00:00",6.01,"2012-06-10 22:40:00"
"2012-06-11 00:00:00",636,6.146,99.1,766.8,0,0,10.31,0.391,30.45,0,76.57,0,0,0,0,6.146,"2012-06-11 00:00:00",5.975,"2012-06-10 23:40:00"
"2012-06-11 01:00:00",637,6.01,99.3,766.8,0,0,10.28,0.39,30.44,0,193.9,0,0,0,0,6.078,"2012-06-11 00:40:00",6.01,"2012-06-11 00:30:00"
"2012-06-11 02:00:00",638,6.078,99.3,766.6,0,0,10.26,0.39,30.42,0,1.453,0,0,0,0,6.078,"2012-06-11 02:00:00",5.975,"2012-06-11 01:10:00"
"2012-06-11 03:00:00",639,6.044,99.5,766.6,0,0,10.24,0.39,30.42,0,346.7,0,0,0,0,6.146,"2012-06-11 02:10:00",5.975,"2012-06-11 02:20:00"
"2012-06-11 04:00:00",640,6.044,99.6,767,0,0,10.21,0.389,30.4,0,1.283,0,0,0,0,6.112,"2012-06-11 03:10:00",5.975,"2012-06-11 03:30:00"
"2012-06-11 05:00:00",641,6.01,99.7,767.1,3.437,0.001,10.18,0.387,30.35,0,88.5,0,0,0,0,6.078,"2012-06-11 04:10:00",5.941,"2012-06-11 04:20:00"
"2012-06-11 06:00:00",642,6.044,99.8,767.4,19.76,0.011,10.16,0.386,30.33,0,125.7,0,0,0,0,6.078,"2012-06-11 05:10:00",6.01,"2012-06-11 05:30:00"
"2012-06-11 07:00:00",643,6.521,99.7,767.3,77.33,0.042,10.14,0.385,30.29,0,14.14,0,0,0,0,6.521,"2012-06-11 07:00:00",6.146,"2012-06-11 06:10:00"
"2012-06-11 08:00:00",644,6.896,98.3,767.3,104.8,0.055,10.11,0.383,30.23,0,308.2,0,0,0,0,6.896,"2012-06-11 08:00:00",6.521,"2012-06-11 07:10:00"
"2012-06-11 09:00:00",645,8.23,95.2,767.7,268,0.148,10.07,0.382,30.21,0,63.2,0,0,0,0,8.23,"2012-06-11 09:00:00",7.033,"2012-06-11 08:10:00"
"2012-06-11 10:00:00",646,9.74,88.8,767.5,463.9,0.257,10.06,0.381,30.18,0,282.6,0.537,288.9,0,0,9.74,"2012-06-11 10:00:00",8.19,"2012-06-11 09:10:00"
"2012-06-11 11:00:00",647,11.6,79.96,767.5,477.5,0.259,10.03,0.38,30.14,6.676,336.6,1.693,283.8,50.52,0,11.81,"2012-06-11 10:50:00",10.12,"2012-06-11 10:10:00"
"2012-06-11 12:00:00",648,12.62,79.69,766.9,681,0.351,10.02,0.379,30.11,0,204.2,0.464,351.6,0,0,12.62,"2012-06-11 12:00:00",11.91,"2012-06-11 11:20:00"
"2012-06-11 13:00:00",649,14.22,68.49,766.6,1079,0.517,10.01,0.377,30.07,4.875,153.2,1.969,165,35.63,0,14.22,"2012-06-11 13:00:00",12.89,"2012-06-11 12:20:00"
"2012-06-11 14:00:00",650,15.49,64.59,766.4,540.9,0.241,10.02,0.377,30.06,0,23.39,1.995,204.6,28.43,0,15.49,"2012-06-11 14:00:00",14.35,"2012-06-11 13:10:00"
"2012-06-11 15:00:00",651,17.12,56.2,765.9,348.5,0.14,10.02,0.376,30.03,5.279,174.1,2.35,135.8,29.3,0,17.12,"2012-06-11 15:00:00",15.39,"2012-06-11 14:20:00"
"2012-06-11 16:00:00",652,18.07,53.13,765.4,459.2,0.192,10.05,0.374,29.99,0,166.8,0,0,0,0,18.07,"2012-06-11 16:00:00",16.71,"2012-06-11 15:10:00"
"2012-06-11 17:00:00",653,19.08,46.93,764.7,283.2,0.123,10.08,0.373,29.96,0,195.2,0,0,0,0,19.25,"2012-06-11 16:50:00",18.34,"2012-06-11 16:10:00"
"2012-06-11 18:00:00",654,13.85,70.37,765.7,140.8,0.065,10.12,0.373,29.95,8.18,335.9,7.949,333.5,7.268,0,19.49,"2012-06-11 17:10:00",13.85,"2012-06-11 18:00:00"
"2012-06-11 19:00:00",655,13.57,73.54,765,427.5,0.241,10.17,0.373,29.95,9.87,328.8,6.888,307.5,41.53,0,13.81,"2012-06-11 18:50:00",13.56,"2012-06-11 18:30:00"
"2012-06-11 20:00:00",656,11.09,88.9,765.2,44.65,0.015,10.24,0.372,29.92,0,264.7,2.476,260.9,32.53,0,13.5,"2012-06-11 19:10:00",11.09,"2012-06-11 20:00:00"
"2012-06-11 21:00:00",657,8.28,96.1,765.4,0.859,0,10.31,0.371,29.91,0,345.8,0.198,310.5,0,0,10.41,"2012-06-11 20:10:00",8.28,"2012-06-11 21:00:00"
"2012-06-11 22:00:00",658,6.146,97.3,765.1,0,0,10.35,0.371,29.91,0,170.9,0,0,0,0,8.01,"2012-06-11 21:10:00",6.146,"2012-06-11 22:00:00"
"2012-06-11 23:00:00",659,5.3,99.5,765.1,0,0,10.4,0.371,29.91,0,245.1,0,0,0,0,6.453,"2012-06-11 22:10:00",5.191,"2012-06-11 22:40:00"
"2012-06-12 00:00:00",660,3.466,100,764.9,0,0,10.42,0.371,29.89,0,286.1,0,0,0,0,5.403,"2012-06-11 23:10:00",3.466,"2012-06-12 00:00:00"
"2012-06-12 01:00:00",661,4.592,100,765.1,0,0,10.42,0.37,29.88,0,33.74,0,0,0,0,4.592,"2012-06-12 01:00:00",4.183,"2012-06-12 00:20:00"
"2012-06-12 02:00:00",662,5.746,100,765,0,0,10.42,0.37,29.87,0,294.7,0,0,0,0,5.746,"2012-06-12 02:00:00",4.899,"2012-06-12 01:10:00"
"2012-06-12 03:00:00",663,5.873,99.9,764.6,0,0,10.4,0.37,29.88,0,138.7,0,0,0,0,5.943,"2012-06-12 02:40:00",5.708,"2012-06-12 02:20:00"
"2012-06-12 04:00:00",664,5.771,100,764.3,0,0,10.36,0.369,29.84,0,141.5,0,0,0,0,5.839,"2012-06-12 03:20:00",5.771,"2012-06-12 03:50:00"
"2012-06-12 05:00:00",665,5.737,100,764.3,12.89,0.005,10.32,0.369,29.84,0,198.6,0,0,0,0,5.737,"2012-06-12 04:10:00",5.669,"2012-06-12 04:30:00"
"2012-06-12 06:00:00",666,5.566,100,764.6,110,0.066,10.28,0.369,29.84,3.137,155.1,1.375,135,10.61,0,5.703,"2012-06-12 05:10:00",5.532,"2012-06-12 05:30:00"
"2012-06-12 07:00:00",667,5.737,100,764.8,164.1,0.089,10.25,0.369,29.83,0,232.1,1.36,167.5,8.72,0,5.873,"2012-06-12 06:50:00",5.532,"2012-06-12 06:30:00"
"2012-06-12 08:00:00",668,6.351,99.8,764.2,476,0.25,10.22,0.369,29.83,0,128.9,0.184,76.42,0,0,6.419,"2012-06-12 07:50:00",5.941,"2012-06-12 07:10:00"
"2012-06-12 09:00:00",669,8.42,95,763.8,1493,0.726,10.18,0.368,29.81,2.439,141.9,1.975,108.3,28.8,0,8.76,"2012-06-12 08:50:00",6.692,"2012-06-12 08:10:00"
"2012-06-12 10:00:00",670,12.83,85.4,762.9,957,0.447,10.15,0.368,29.81,0,322.3,0.435,79.24,53.22,0,12.83,"2012-06-12 10:00:00",9.3,"2012-06-12 09:10:00"
"2012-06-12 11:00:00",671,15.75,74.05,762.1,2142,1.02,10.14,0.368,29.81,0,173.7,0,0,0,0,15.75,"2012-06-12 11:00:00",13.72,"2012-06-12 10:10:00"
"2012-06-12 12:00:00",672,18.32,53.11,761.9,693.7,0.319,10.13,0.368,29.8,0.116,316.9,1.163,339.1,12.9,0,18.32,"2012-06-12 12:00:00",15.75,"2012-06-12 11:10:00"
"2012-06-12 13:00:00",673,19.81,43.53,761.4,1667,0.813,10.14,0.367,29.79,3.8,270,6.947,76.66,73.78,0,19.91,"2012-06-12 12:50:00",18.12,"2012-06-12 12:10:00"
"2012-06-12 14:00:00",674,15.58,61,762.4,362.2,0.17,10.17,0.367,29.77,11.09,273.8,8.75,205,54.89,0.5,20.28,"2012-06-12 13:20:00",15.34,"2012-06-12 13:50:00"
"2012-06-12 15:00:00",675,16.08,65.42,761.9,688.5,0.321,10.2,0.367,29.77,6.485,116.6,7.338,98.4,52.55,0,16.08,"2012-06-12 15:00:00",14.91,"2012-06-12 14:10:00"
"2012-06-12 16:00:00",676,16.96,55.19,761.6,1496,0.717,10.25,0.366,29.76,5.744,86.3,3.071,142.9,48.97,0,17.31,"2012-06-12 15:50:00",14.96,"2012-06-12 15:30:00"
"2012-06-12 17:00:00",677,18.2,52.82,760.5,1105,0.531,10.32,0.366,29.76,0,70.24,0,0,0,0,18.34,"2012-06-12 16:40:00",17.09,"2012-06-12 16:20:00"
"2012-06-12 18:00:00",678,14.02,85,761.3,293.5,0.151,10.37,0.366,29.76,0,165.6,2.098,307.9,31.22,0.75,18.06,"2012-06-12 17:10:00",14.02,"2012-06-12 18:00:00"
"2012-06-12 19:00:00",679,13.81,86.8,760.6,176.9,0.088,10.43,0.366,29.74,0,152.5,1.707,214,80.9,0.25,14.71,"2012-06-12 18:20:00",13.81,"2012-06-12 19:00:00"
"2012-06-12 20:00:00",680,12.42,94.7,760.4,27.48,0.009,10.5,0.366,29.74,0,232.6,1.345,169,0.826,0,13.53,"2012-06-12 19:10:00",12.42,"2012-06-12 20:00:00"
"2012-06-12 21:00:00",681,9.73,98,759.9,0.859,0,10.56,0.365,29.73,0,229.4,0.276,137.2,0,0,11.84,"2012-06-12 20:10:00",9.52,"2012-06-12 20:50:00"
"2012-06-12 22:00:00",682,8.35,99.3,760,0,0,10.61,0.365,29.73,0,296.9,0,0,0,0,9.29,"2012-06-12 21:10:00",8.11,"2012-06-12 21:50:00"
"2012-06-12 23:00:00",683,8.65,99.2,759.7,0,0,10.65,0.366,29.74,0,199.8,0,0,0,0,9.06,"2012-06-12 22:10:00",8.65,"2012-06-12 23:00:00"
"2012-06-13 00:00:00",684,8.79,99.5,759.2,0,0,10.69,0.365,29.73,0,167.1,0.256,334.6,0,0,8.86,"2012-06-12 23:50:00",8.48,"2012-06-12 23:20:00"
"2012-06-13 01:00:00",685,9.13,99.8,759.2,0,0,10.71,0.365,29.73,0.116,220.4,0.019,220.4,0,0.5,9.13,"2012-06-13 01:00:00",8.52,"2012-06-13 00:20:00"
"2012-06-13 02:00:00",686,9.27,99.7,758.4,0.859,0,10.71,0.365,29.72,0,283.6,0,0,0,0,9.27,"2012-06-13 01:10:00",8.89,"2012-06-13 01:20:00"
"2012-06-13 03:00:00",687,8.99,99.6,758.7,0,0,10.71,0.365,29.72,0,343.2,0,0,0,0.25,9.2,"2012-06-13 02:50:00",8.96,"2012-06-13 02:10:00"
"2012-06-13 04:00:00",688,9.23,99.7,758.9,0,0,10.71,0.365,29.72,0,274,0.871,21.16,0,0.5,9.23,"2012-06-13 04:00:00",8.93,"2012-06-13 03:10:00"
"2012-06-13 05:00:00",689,9.1,97.8,758.6,10.31,0.005,10.69,0.365,29.72,0,85.8,1.128,161.6,0.006,0.5,9.68,"2012-06-13 04:20:00",9.1,"2012-06-13 05:00:00"
"2012-06-13 06:00:00",690,8.69,98.6,758.6,25.77,0.011,10.69,0.365,29.72,0,195.8,0,0,0,0,8.96,"2012-06-13 05:10:00",8.69,"2012-06-13 06:00:00"
"2012-06-13 07:00:00",691,9.3,98.5,758.9,101.4,0.051,10.68,0.364,29.7,0,243.4,0,0,0,0,9.3,"2012-06-13 07:00:00",8.82,"2012-06-13 06:20:00"
"2012-06-13 08:00:00",692,10.15,92.2,758.7,274.9,0.139,10.66,0.364,29.7,0,6.415,0.924,104.6,0.006,0,10.15,"2012-06-13 08:00:00",9.51,"2012-06-13 07:20:00"
"2012-06-13 09:00:00",693,10.7,91.2,758.6,362.5,0.174,10.65,0.364,29.7,0.087,344.2,0.871,357.5,14.12,0.75,10.7,"2012-06-13 09:00:00",10.26,"2012-06-13 08:10:00"
"2012-06-13 10:00:00",694,11.71,90.4,758.5,1711,0.864,10.63,0.365,29.72,4.035,21.95,1.567,1.033,12.16,0.5,12.08,"2012-06-13 09:40:00",10.73,"2012-06-13 09:10:00"
"2012-06-13 11:00:00",695,10.32,90.4,758.8,280,0.13,10.62,0.364,29.7,6.097,2.275,8.65,351.7,43.82,3.75,10.85,"2012-06-13 10:10:00",9.76,"2012-06-13 10:30:00"
"2012-06-13 12:00:00",696,8.89,92.3,759,161.5,0.069,10.64,0.375,30.02,7.825,15.54,5.853,342.8,15.74,7.25,10.18,"2012-06-13 11:10:00",8.89,"2012-06-13 12:00:00"
"2012-06-13 13:00:00",697,14.09,80.2,758.8,2584,1.27,10.68,0.385,30.27,3.686,160.4,3.658,166.6,84.8,0.25,14.09,"2012-06-13 13:00:00",9.16,"2012-06-13 12:10:00"
"2012-06-13 14:00:00",698,14.86,60.21,758.6,922,0.444,10.68,0.384,30.25,3.076,129.3,6.506,166.6,67.73,0,14.91,"2012-06-13 13:10:00",13.75,"2012-06-13 13:20:00"
"2012-06-13 15:00:00",699,12.92,74.15,758.4,226.6,0.104,10.67,0.382,30.21,13.44,343.4,7.646,166.2,65.13,0.25,15.1,"2012-06-13 14:10:00",12.92,"2012-06-13 15:00:00"
"2012-06-13 16:00:00",700,12.28,81.6,759,515.3,0.245,10.7,0.381,30.18,2.09,324.5,3.758,341.1,13.48,2,12.28,"2012-06-13 16:00:00",11.29,"2012-06-13 15:20:00"
"2012-06-13 17:00:00",701,11.47,91.9,759.2,374.4,0.18,10.73,0.383,30.22,0,13.26,3.323,290.6,39.19,3,12.39,"2012-06-13 16:20:00",11.33,"2012-06-13 16:50:00"
"2012-06-13 18:00:00",702,11.4,88.3,759.4,118.5,0.055,10.77,0.385,30.29,6.618,342.2,3.459,321.1,53.87,1,11.91,"2012-06-13 17:20:00",11.4,"2012-06-13 18:00:00"
"2012-06-13 19:00:00",703,10.92,93.1,759.9,65.27,0.031,10.83,0.385,30.27,2.903,250.4,4.172,277.7,22.78,0.25,11.3,"2012-06-13 18:30:00",10.58,"2012-06-13 18:40:00"
"2012-06-13 20:00:00",704,9.64,95.8,760.1,29.21,0.012,10.87,0.384,30.26,0,268.4,2.526,296.4,9.71,0.75,10.89,"2012-06-13 19:10:00",9.64,"2012-06-13 20:00:00"
"2012-06-13 21:00:00",705,9.06,96.9,760.8,0.859,0,10.9,0.384,30.26,1.423,206.1,2.57,205.8,57.5,0,9.51,"2012-06-13 20:20:00",9.06,"2012-06-13 21:00:00"
"2012-06-13 22:00:00",706,9.13,91.6,761.1,0,0,10.93,0.383,30.23,0.029,351.8,6.424,67.49,83.4,0,10.39,"2012-06-13 21:50:00",9.13,"2012-06-13 22:00:00"
"2012-06-13 23:00:00",707,9.71,83.7,760.9,0,0,10.95,0.382,30.19,2.439,209,3.983,332.9,78.88,0,10.8,"2012-06-13 22:50:00",8.62,"2012-06-13 22:10:00"
"2012-06-14 00:00:00",708,8.79,85.8,761.4,0,0,10.95,0.381,30.16,3.31,339.4,3.429,310.2,43.69,0,9.85,"2012-06-13 23:20:00",8.65,"2012-06-13 23:50:00"
"2012-06-14 01:00:00",709,8.08,96.8,761.6,0,0,10.96,0.379,30.12,0,313,0,0,0,0,8.48,"2012-06-14 00:10:00",7.908,"2012-06-14 00:40:00"
"2012-06-14 02:00:00",710,7.169,98.5,761.5,0,0,10.95,0.379,30.11,0,157.4,0,0,0,0,7.915,"2012-06-14 01:10:00",6.964,"2012-06-14 01:50:00"
"2012-06-14 03:00:00",711,6.828,99,761.4,0,0,10.95,0.378,30.08,0,74.46,0,0,0,0,7.169,"2012-06-14 02:40:00",6.828,"2012-06-14 03:00:00"
"2012-06-14 04:00:00",712,5.327,99.2,761.9,0,0,10.94,0.378,30.08,0,13.83,0,0,0,0,6.794,"2012-06-14 03:10:00",5.327,"2012-06-14 04:00:00"
"2012-06-14 05:00:00",713,5.473,100,762.3,18.91,0.008,10.92,0.377,30.06,0,88.1,0,0,0,0,5.634,"2012-06-14 04:10:00",4.99,"2012-06-14 04:40:00"
"2012-06-14 06:00:00",714,6.152,99.9,762.5,92.8,0.046,10.89,0.377,30.06,0,197.7,0,0,0,0,6.152,"2012-06-14 06:00:00",5.607,"2012-06-14 05:40:00"
"2012-06-14 07:00:00",715,7.544,99.7,762.7,197.6,0.085,10.86,0.376,30.03,0,263.6,0,0,0,0,7.544,"2012-06-14 07:00:00",6.458,"2012-06-14 06:10:00"
"2012-06-14 08:00:00",716,12.37,79.58,762.4,1041,0.532,10.83,0.376,30.03,0,219.3,0.07,123.3,57.17,0,12.37,"2012-06-14 08:00:00",8.33,"2012-06-14 07:10:00"
"2012-06-14 09:00:00",717,14.6,61.59,761.5,1460,0.712,10.79,0.376,30.03,5.573,28.34,0.967,17.4,7.241,0,14.6,"2012-06-14 09:00:00",12.49,"2012-06-14 08:10:00"
"2012-06-14 10:00:00",718,16.42,59.73,761.7,1778,0.876,10.74,0.375,30,8.65,86.6,4.72,45.75,47.68,0,16.42,"2012-06-14 10:00:00",14.56,"2012-06-14 09:10:00"
"2012-06-14 11:00:00",719,16.18,55.67,761.1,2321,1.144,10.72,0.374,29.99,9.97,8.93,7.947,5.575,27.6,0,16.18,"2012-06-14 11:00:00",15.12,"2012-06-14 10:20:00"
"2012-06-14 12:00:00",720,17.64,43.2,760.6,2017,0.976,10.71,0.374,29.99,6.919,282.1,5.357,14.33,49.09,0,17.64,"2012-06-14 12:00:00",15.49,"2012-06-14 11:20:00"
"2012-06-14 13:00:00",721,16.91,41.01,760.8,453.2,0.201,10.72,0.373,29.96,4.67,3.555,4.361,326.4,51.14,0,18.35,"2012-06-14 12:30:00",16.91,"2012-06-14 13:00:00"
"2012-06-14 14:00:00",722,18.72,29.36,760.5,1723,0.84,10.74,0.373,29.96,0.087,185.8,10.39,353.3,76.7,0,18.72,"2012-06-14 14:00:00",17.9,"2012-06-14 13:30:00"
"2012-06-14 15:00:00",723,18.06,37.43,760.2,1994,1.008,10.78,0.372,29.93,12.41,149.2,12.11,160.2,58.6,0,19.23,"2012-06-14 14:10:00",17.69,"2012-06-14 14:50:00"
"2012-06-14 16:00:00",724,18.31,36.24,759.9,981,0.487,10.82,0.371,29.91,13.12,134.6,5.151,163.6,63.8,0,18.85,"2012-06-14 15:30:00",18.04,"2012-06-14 15:40:00"
"2012-06-14 17:00:00",725,19.2,32.73,759.6,636.9,0.308,10.88,0.371,29.89,7.512,135.1,5.518,121.5,48.69,0,19.2,"2012-06-14 17:00:00",18.17,"2012-06-14 16:20:00"
"2012-06-14 18:00:00",726,17.94,33.99,759.9,297.8,0.147,10.92,0.37,29.88,9.89,300.9,8.31,304.7,37.4,0,19.09,"2012-06-14 17:10:00",17.94,"2012-06-14 18:00:00"
"2012-06-14 19:00:00",727,17.23,36.65,760.3,139.1,0.07,10.99,0.37,29.87,8.27,313.2,6.275,314.3,17.52,0,18.07,"2012-06-14 18:10:00",17.23,"2012-06-14 19:00:00"
"2012-06-14 20:00:00",728,14.14,64.12,759.8,33.48,0.018,11.04,0.369,29.84,0,245.9,0.87,304.1,1.85,0,17.09,"2012-06-14 19:10:00",14.14,"2012-06-14 20:00:00"
"2012-06-14 21:00:00",729,12.9,61.76,759.7,0.859,0,11.09,0.369,29.84,0.145,199.5,0.619,200.5,0.593,0,13.8,"2012-06-14 20:10:00",12.41,"2012-06-14 20:30:00"
"2012-06-14 22:00:00",730,10.62,75.22,760.1,0.859,0,11.12,0.369,29.84,0,354.4,0,0,0,0,11.5,"2012-06-14 21:10:00",10.48,"2012-06-14 21:50:00"
"2012-06-14 23:00:00",731,9.81,81.1,760.3,0,0,11.17,0.369,29.83,0,327.6,0,0,0,0,10.62,"2012-06-14 22:10:00",9.5,"2012-06-14 22:30:00"
"2012-06-15 00:00:00",732,12.06,57.18,760.5,0,0,11.18,0.369,29.83,0,311,4.295,310.9,48.14,0,12.06,"2012-06-15 00:00:00",10.36,"2012-06-14 23:10:00"
"2012-06-15 01:00:00",733,9.27,73.54,760.8,0,0,11.2,0.368,29.81,4.268,0.702,4.099,338.9,52.61,0,12.74,"2012-06-15 00:10:00",9.06,"2012-06-15 00:40:00"
"2012-06-15 02:00:00",734,6.043,83.9,761.4,0,0,11.19,0.369,29.83,0,55.82,1.479,16,50.98,0,9.23,"2012-06-15 01:10:00",6.043,"2012-06-15 02:00:00"
"2012-06-15 03:00:00",735,4.62,88.5,761.7,0,0,11.18,0.368,29.81,0.029,34.08,0.721,47.95,8.03,0,6.214,"2012-06-15 02:10:00",4.549,"2012-06-15 02:50:00"
"2012-06-15 04:00:00",736,3.125,96.9,761.8,0,0,11.16,0.368,29.8,0,9.23,0.533,30.06,0,0,4.659,"2012-06-15 03:10:00",3.125,"2012-06-15 04:00:00"
"2012-06-15 05:00:00",737,2.525,95.9,762.5,31.81,0.013,11.14,0.368,29.8,0,140.4,0,0,0,0,3.466,"2012-06-15 04:10:00",2.525,"2012-06-15 05:00:00"
"2012-06-15 06:00:00",738,3.379,97.6,762.8,122.9,0.046,11.11,0.367,29.79,0,61.84,0,0,0,0,3.379,"2012-06-15 06:00:00",2.73,"2012-06-15 05:20:00"
"2012-06-15 07:00:00",739,10.48,72.11,762.9,758.8,0.392,11.06,0.367,29.79,0,64.66,0.339,140.1,0,0,10.48,"2012-06-15 07:00:00",5.188,"2012-06-15 06:10:00"
"2012-06-15 08:00:00",740,13.58,53.86,763.1,1161,0.58,11,0.367,29.77,5.864,348.9,5.405,4.143,28.6,0,13.58,"2012-06-15 08:00:00",10.82,"2012-06-15 07:10:00"
"2012-06-15 09:00:00",741,13.44,52.86,763.2,622.6,0.287,10.93,0.367,29.77,14.77,3.509,9.81,356.8,12.62,0,13.99,"2012-06-15 08:10:00",13.03,"2012-06-15 08:50:00"
"2012-06-15 10:00:00",742,15.89,30.36,763.4,1705,0.848,10.86,0.367,29.77,8.56,153.5,6.622,346,72.32,0,15.89,"2012-06-15 10:00:00",14.06,"2012-06-15 09:10:00"
"2012-06-15 11:00:00",743,15.53,31.92,764,377.7,0.164,10.81,0.366,29.76,6.687,67.14,12.06,346.3,90.2,0,16.29,"2012-06-15 10:20:00",15.53,"2012-06-15 11:00:00"
"2012-06-15 12:00:00",744,16.99,32.36,764.4,2285,1.126,10.78,0.366,29.74,18.94,244.3,10.47,266.3,78.78,0,18.15,"2012-06-15 11:50:00",16.62,"2012-06-15 11:10:00"
"2012-06-15 13:00:00",745,18.18,31.95,764.3,2140,1.06,10.77,0.366,29.74,3.916,248.6,7.861,240.1,64.62,0,18.18,"2012-06-15 13:00:00",16.64,"2012-06-15 12:20:00"
"2012-06-15 14:00:00",746,18.91,39.84,764.6,2208,1.134,10.78,0.365,29.73,6.032,82.5,6.915,12.03,65.96,0,18.91,"2012-06-15 14:00:00",17.9,"2012-06-15 13:40:00"
"2012-06-15 15:00:00",747,19.63,31.5,764.6,1799,0.901,10.79,0.365,29.72,14.01,237.9,8.06,133.3,79.77,0,19.63,"2012-06-15 15:00:00",18.64,"2012-06-15 14:10:00"
"2012-06-15 16:00:00",748,19.42,27.89,764.6,1626,0.824,10.83,0.364,29.7,0.29,216.9,7.893,194.7,86.8,0,19.42,"2012-06-15 16:00:00",18.6,"2012-06-15 15:50:00"
"2012-06-15 17:00:00",749,19.53,31.23,764.5,1329,0.676,10.9,0.364,29.7,0,189.4,5.126,356.1,52.47,0,19.66,"2012-06-15 16:40:00",18.67,"2012-06-15 16:10:00"
"2012-06-15 18:00:00",750,19.15,25.27,764.6,773.3,0.4,10.95,0.364,29.7,0,137.7,1.097,18.87,57.44,0,19.63,"2012-06-15 17:10:00",18.4,"2012-06-15 17:40:00"
"2012-06-15 19:00:00",751,17.42,50.13,764.3,369.1,0.196,11.03,0.364,29.69,2.378,251.3,3.197,191.8,33.14,0,19.8,"2012-06-15 18:10:00",17.42,"2012-06-15 19:00:00"
"2012-06-15 20:00:00",752,12.3,57.69,765.1,42.92,0.012,11.08,0.363,29.68,0,319.3,0.711,283.4,25.71,0,15.48,"2012-06-15 19:10:00",12.06,"2012-06-15 19:50:00"
"2012-06-15 21:00:00",753,8.82,75.28,765.5,0.859,0,11.14,0.364,29.69,0,40.42,0,0,0,0,12.21,"2012-06-15 20:10:00",8.82,"2012-06-15 21:00:00"
"2012-06-15 22:00:00",754,7.1,83,765.5,0,0,11.19,0.363,29.68,0,151.8,0.005,39.05,0,0,8.89,"2012-06-15 21:10:00",7.1,"2012-06-15 22:00:00"
"2012-06-15 23:00:00",755,5.234,92,765.8,0,0,11.23,0.363,29.66,0,74.82,0,0,0,0,6.896,"2012-06-15 22:10:00",5.234,"2012-06-15 23:00:00"
"2012-06-16 00:00:00",756,3.876,98.1,766,0,0,11.23,0.363,29.66,0,349.3,0,0,0,0,4.898,"2012-06-15 23:20:00",3.262,"2012-06-15 23:50:00"
"2012-06-16 01:00:00",757,3.275,99.8,766.5,0,0,11.24,0.362,29.65,0,62.66,0,0,0,0,3.637,"2012-06-16 00:20:00",2.858,"2012-06-16 00:40:00"
"2012-06-16 02:00:00",758,2.628,100,766.1,0,0,11.22,0.363,29.66,0,223.1,0,0,0,0,3.31,"2012-06-16 01:40:00",2.014,"2012-06-16 01:50:00"
