"TOA5","CR1000 West Shore","CR1000","36198","CR1000.Std.20","CPU:West Shore 15 min_05_26_16 recalibration.CR1","56981","Table1"
"TIMESTAMP","RECORD","BattV","PTemp_C","AirTC","RH","AirTC_Max","AirTC_TMx","AirTC_Min","AirTC_TMn","BP_mmHg","PAR_Den","PAR_Tot_Tot","SlrkW","SlrMJ_Tot","Rain_mm_Tot","VW","PA_uS_Avg","T109_C","WS_ms","WindDir","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","WS_ms_TMx","ETrs","Rso"
"TS","RN","Volts","Deg C","Deg C","%","Deg C","Deg C","Deg C","Deg C","mmHg","umol/s/m^2","mmol/m^2","kW/m^2","MJ/m^2","mm","","uSec","Deg C","meters/second","Degrees","meters/second","meters/second","meters/second","meters/second","meters/second","Deg C","Deg C"
"","","Smp","Smp","Smp","Smp","Max","TMx","Min","TMn","Smp","Smp","Tot","Smp","Tot","Tot","Smp","Avg","Smp","Smp","Smp","WVc","WVc","WVc","Max","TMx","ETsz","RSo"
"2016-06-02 14:45:00",196,13.28,15.46,15.31,57.14,15.31,"2016-06-02 14:45:00",14.76,"2016-06-02 14:31:00",762.8,286.7,210.208,0.132,0.09631976,0,0.187,24.03,13.9,0.43,214.9,0.679,200.1,37.35,1.029,"2016-06-02 14:43:00",0.052,2.579
"2016-06-02 15:00:00",197,13.27,15.73,16.29,54.69,16.29,"2016-06-02 15:00:00",15.37,"2016-06-02 14:46:00",762.9,585.4,423.4767,0.277,0.1992689,0,0.186,24.03,14.04,0.477,233.7,0.586,224.3,68.07,1.019,"2016-06-02 14:52:00",0.069,2.452
"2016-06-02 15:15:00",198,13.21,16.27,16.97,53.78,16.97,"2016-06-02 15:15:00",16.09,"2016-06-02 15:07:00",762.9,820,589.5844,0.399,0.2825813,0,0.186,24.02,14.3,0.874,259.3,0.753,246.5,55.37,0.995,"2016-06-02 15:05:00",0.094,2.319
"2016-06-02 15:30:00",199,13.21,17.29,18.27,49.93,18.27,"2016-06-02 15:30:00",17.07,"2016-06-02 15:16:00",762.9,1287,843.3014,0.473,0.392417,0,0.186,24.02,14.58,0.812,278.4,0.57,272.5,72.05,0.831,"2016-06-02 15:28:00",0.113,2.182
"2016-06-02 15:45:00",200,13.2,18.66,18.23,50.82,19.52,"2016-06-02 15:38:00",18.23,"2016-06-02 15:45:00",762.9,445,777.645,0.209,0.364414,0,0.186,24.02,14.68,0.534,289.7,0.608,271.2,52.22,1.303,"2016-06-02 15:32:00",0.114,2.036
"2016-06-02 16:00:00",201,13.18,18.89,17.02,54.41,18.03,"2016-06-02 15:46:00",17.02,"2016-06-02 16:00:00",763,174.6,275.0928,0.08,0.1278408,0,0.186,24.02,14.56,0.351,252.7,0.363,250.1,55.03,0.67,"2016-06-02 15:48:00",0.048,1.891
"2016-06-02 16:15:00",202,13.18,18.56,16.17,56.24,16.96,"2016-06-02 16:01:00",16.17,"2016-06-02 16:15:00",763,78.72,130.3582,0.033,0.05874992,0,0.186,24.01,14.44,0.521,191.1,0.245,257.5,39.92,0.529,"2016-06-02 16:04:00",0.026,1.741
"2016-06-02 16:30:00",203,13.05,17.89,15.6,57.13,16.1,"2016-06-02 16:16:00",15.6,"2016-06-02 16:30:00",763,68.46,61.09736,0.028,0.02600029,0,0.186,24.01,14.33,0.511,270,0.486,231.8,24.05,0.789,"2016-06-02 16:25:00",0.031,1.589
"2016-06-02 16:45:00",204,13.03,17.11,15.24,58.54,15.57,"2016-06-02 16:31:00",15.24,"2016-06-02 16:44:00",763,71.88,65.87219,0.031,0.02827006,0,0.186,24.01,14.22,1.04,247.8,0.679,221.2,22.06,1.103,"2016-06-02 16:39:00",0.039,1.433
"2016-06-02 17:00:00",205,12.99,16.49,15.03,60.78,15.31,"2016-06-02 16:47:00",15.03,"2016-06-02 16:59:00",762.6,66.75,50.67487,0.03,0.02154481,0,0.186,24.01,14.14,0.898,203.6,0.841,228.3,31.42,1.212,"2016-06-02 16:54:00",0.044,1.276
"2016-06-02 17:15:00",206,13.22,16,15.1,60.03,15.1,"2016-06-02 17:13:00",15,"2016-06-02 17:01:00",762.6,111.2,97.24235,0.051,0.04419449,0,0.186,24.01,14.1,0.805,227.6,0.692,230.3,38.58,1.045,"2016-06-02 17:13:00",0.04,1.118
"2016-06-02 17:30:00",207,13.02,15.75,14.97,61.43,15.1,"2016-06-02 17:16:00",14.97,"2016-06-02 17:29:00",762.6,55.62,58.479,0.024,0.02610839,0,0.186,24.01,14.06,0.773,81.7,0.699,223.8,58.88,0.936,"2016-06-02 17:29:00",0.037,0.962
"2016-06-02 17:45:00",208,13.03,15.48,14.76,62.86,14.97,"2016-06-02 17:31:00",14.76,"2016-06-02 17:45:00",762.6,85.6,51.49855,0.04,0.02311864,0,0.186,24.01,13.99,1.091,184.5,0.891,218.7,42.44,1.512,"2016-06-02 17:41:00",0.043,0.808
"2016-06-02 18:00:00",209,13.29,15.31,14.93,62.52,14.93,"2016-06-02 18:00:00",14.76,"2016-06-02 17:46:00",762.7,213.1,159.487,0.104,0.0776353,0,0.186,24.01,13.99,1.081,159.6,0.858,206.7,39.86,1.251,"2016-06-02 17:48:00",0.05,0.658
"2016-06-02 18:15:00",210,13.27,15.24,15.31,61.8,15.34,"2016-06-02 18:14:00",14.9,"2016-06-02 18:01:00",762.7,203.7,196.1576,0.103,0.09868248,0,0.186,23.99,14.02,0.648,178.4,0.71,202.1,42.2,1.022,"2016-06-02 18:01:00",0.05,0.514
"2016-06-02 18:30:00",211,13.28,15.24,15.1,61.97,15.37,"2016-06-02 18:18:00",15.07,"2016-06-02 18:26:00",762.7,172.9,161.6524,0.088,0.08189303,0,0.186,23.99,14.01,0.537,151.9,0.589,170,34.78,0.844,"2016-06-02 18:20:00",0.042,0.378
"2016-06-02 18:45:00",212,13.28,15.24,15.24,61.39,15.24,"2016-06-02 18:35:00",15.1,"2016-06-02 18:31:00",762.7,117.3,136.5421,0.058,0.06931764,0,0.186,23.99,13.99,0,215.2,0.425,186.6,56.06,0.737,"2016-06-02 18:37:00",0.031,0.255
"2016-06-02 19:00:00",213,13.2,15.21,14.93,62.82,15.31,"2016-06-02 18:46:00",14.93,"2016-06-02 19:00:00",763.3,92.4,80.00478,0.046,0.04014205,0,0.186,23.99,13.96,0.521,247.2,0.476,195.8,49.98,0.952,"2016-06-02 18:53:00",0.028,0.148
"2016-06-02 19:15:00",214,13.06,15.14,14.76,62.11,14.93,"2016-06-02 19:01:00",14.76,"2016-06-02 19:10:00",763.3,40.22,56.99955,0.019,0.02850302,0,0.186,23.99,13.92,0.771,239.3,0.591,215,34.26,0.791,"2016-06-02 19:09:00",0.018,0.073
"2016-06-02 19:30:00",215,12.92,15,14.76,61.5,14.83,"2016-06-02 19:17:00",14.76,"2016-06-02 19:21:00",763.3,25.68,29.47544,0.013,0.01483406,0,0.186,23.99,13.85,0.64,137.8,0.472,183.6,49.56,0.64,"2016-06-02 19:30:00",0.004,0.032
"2016-06-02 19:45:00",216,12.88,14.88,14.76,62.18,14.76,"2016-06-02 19:31:00",14.73,"2016-06-02 19:38:00",763.3,21.4,26.60022,0.012,0.01418555,0,0.186,23.99,13.8,0.743,248.1,0.656,185,31.57,0.915,"2016-06-02 19:37:00",0.025,0
"2016-06-02 20:00:00",217,12.81,14.78,14.73,63.13,14.76,"2016-06-02 19:46:00",14.69,"2016-06-02 19:56:00",763.6,7.703,15.09798,0.003,0.008816699,0,0.185,23.99,13.76,0.759,199.6,0.807,196.9,33.23,1.22,"2016-06-02 19:50:00",0.027,0
"2016-06-02 20:15:00",218,12.79,14.71,14.56,63.84,14.73,"2016-06-02 20:01:00",14.56,"2016-06-02 20:15:00",763.6,4.279,4.21091,0.001,0.00128527,0,0.185,23.98,13.72,0.856,197.7,0.766,172.6,37.49,1.249,"2016-06-02 20:07:00",0.024,0
"2016-06-02 20:30:00",219,12.77,14.61,14.46,63.67,14.56,"2016-06-02 20:16:00",14.46,"2016-06-02 20:30:00",763.6,1.712,2.413565,0,0.0005765636,0,0.185,23.98,13.67,0.585,167.5,0.75,155.1,17.62,1.222,"2016-06-02 20:25:00",0.024,0
"2016-06-02 20:45:00",220,12.71,14.44,14.05,66.09,14.49,"2016-06-02 20:31:00",14.05,"2016-06-02 20:45:00",763.6,0.856,1.027074,0,0.000156154,0,0.185,23.98,13.63,0.67,203.7,0.663,186.9,14.68,1.078,"2016-06-02 20:41:00",0.021,0
"2016-06-02 21:00:00",221,12.75,14.23,13.92,65.86,14.02,"2016-06-02 20:49:00",13.91,"2016-06-02 20:54:00",764.1,0,0.2567762,0,0,0,0.185,23.98,13.58,0.857,179.3,0.681,177.4,19.01,0.933,"2016-06-02 20:58:00",0.02,0
"2016-06-02 21:15:00",222,12.73,14.04,13.75,66.07,13.99,"2016-06-02 21:04:00",13.75,"2016-06-02 21:15:00",764.1,0,0,0,0,0,0.185,23.98,13.54,0.706,195.6,0.859,191.1,21.4,1.044,"2016-06-02 21:06:00",0.024,0
"2016-06-02 21:30:00",223,12.72,13.8,13.82,65.05,13.82,"2016-06-02 21:30:00",13.68,"2016-06-02 21:24:00",764.1,0,0,0,0,0,0.185,23.98,13.48,0.719,179.9,0.688,184.9,21.85,0.844,"2016-06-02 21:16:00",0.02,0
"2016-06-02 21:45:00",224,12.7,13.66,13.89,63.82,13.96,"2016-06-02 21:41:00",13.82,"2016-06-02 21:33:00",764.1,0,0,0,0,0,0.185,23.98,13.44,0.774,196.5,0.794,179.1,18.26,0.911,"2016-06-02 21:36:00",0.024,0
"2016-06-02 22:00:00",225,12.69,13.52,13.62,66.69,13.96,"2016-06-02 21:50:00",13.62,"2016-06-02 22:00:00",764.9,0,0,0,0,0,0.185,23.98,13.39,0.694,185.1,0.686,183.3,20.68,0.882,"2016-06-02 21:52:00",0.021,0
"2016-06-02 22:15:00",226,12.69,13.4,13.79,64.71,13.79,"2016-06-02 22:15:00",13.48,"2016-06-02 22:03:00",764.9,0,0,0,0,0,0.185,23.98,13.36,0.939,140.2,0.842,168.8,22.58,1.057,"2016-06-02 22:13:00",0.023,0
"2016-06-02 22:30:00",227,12.67,13.42,14.2,62.27,14.2,"2016-06-02 22:30:00",13.83,"2016-06-02 22:16:00",764.9,0,0,0,0,0,0.185,23.98,13.31,1.037,114.7,1.007,155.2,19.42,1.343,"2016-06-02 22:26:00",0.029,0
"2016-06-02 22:45:00",228,12.67,13.49,14.13,62.54,14.24,"2016-06-02 22:31:00",14.13,"2016-06-02 22:45:00",764.9,0,0,0,0,0,0.185,23.98,13.29,0.998,164.7,0.986,167.9,17.62,1.209,"2016-06-02 22:32:00",0.029,0
"2016-06-02 23:00:00",229,12.63,13.52,13.96,62.71,14.1,"2016-06-02 22:47:00",13.96,"2016-06-02 23:00:00",765.2,0,0,0,0,0,0.185,23.98,13.26,0.693,162.7,0.856,166.3,16.16,1.037,"2016-06-02 22:48:00",0.026,0
"2016-06-02 23:15:00",230,12.64,13.49,13.66,65.74,14.03,"2016-06-02 23:03:00",13.66,"2016-06-02 23:15:00",765.2,0,0,0,0,0,0.185,23.97,13.22,0.907,205,0.687,191.3,26.6,0.911,"2016-06-02 23:09:00",0.022,0
"2016-06-02 23:30:00",231,12.65,13.35,13.38,67.3,13.62,"2016-06-02 23:16:00",13.38,"2016-06-02 23:30:00",765.2,0,0,0,0,0,0.185,23.97,13.19,0.341,209.8,0.574,212.1,11.71,0.877,"2016-06-02 23:18:00",0.017,0
"2016-06-02 23:45:00",232,12.63,13.19,13.66,64.44,13.66,"2016-06-02 23:45:00",13.32,"2016-06-02 23:35:00",765.2,0,0,0,0,0,0.185,23.97,13.15,0.678,226.7,0.467,212,17.36,0.766,"2016-06-02 23:43:00",0.015,0
"2016-06-03 00:00:00",233,12.65,13.09,13.62,64.51,13.73,"2016-06-02 23:54:00",13.62,"2016-06-02 23:46:00",765.1,0,0,0,0,0,0.185,23.97,13.12,0.524,167,0.66,188.4,21.89,0.907,"2016-06-02 23:54:00",0.021,0
"2016-06-03 00:15:00",234,12.62,13.07,13.62,64.04,13.69,"2016-06-03 00:06:00",13.62,"2016-06-03 00:01:00",765.1,0,0,0,0,0,0.185,23.97,13.09,0.211,212.3,0.591,200.5,10.1,0.853,"2016-06-03 00:07:00",0.019,0
"2016-06-03 00:30:00",235,12.62,13,13.62,64.65,13.69,"2016-06-03 00:20:00",13.62,"2016-06-03 00:16:00",765.1,0,0,0,0,0,0.185,23.97,13.05,0.238,219.5,0.399,210.5,27.42,0.693,"2016-06-03 00:28:00",0.014,0
"2016-06-03 00:45:00",236,12.61,12.91,13.49,65.06,13.62,"2016-06-03 00:31:00",13.42,"2016-06-03 00:37:00",765.1,0,0,0,0,0,0.185,23.97,13.01,0.145,195,0.26,220.7,13.66,0.495,"2016-06-03 00:32:00",0.01,0
"2016-06-03 01:00:00",237,12.6,12.81,13.56,63.9,13.56,"2016-06-03 00:55:00",13.42,"2016-06-03 00:47:00",765.8,0,0,0,0,0,0.185,23.97,12.98,0.207,164.4,0.252,178,21.8,0.42,"2016-06-03 00:55:00",0.01,0
"2016-06-03 01:15:00",238,12.55,12.81,13.69,62.13,13.73,"2016-06-03 01:13:00",13.56,"2016-06-03 01:01:00",765.8,0,0,0,0,0,0.185,23.97,12.95,0.518,186.6,0.475,182.6,7.924,0.66,"2016-06-03 01:14:00",0.017,0
"2016-06-03 01:30:00",239,12.58,12.88,13.66,62.54,13.76,"2016-06-03 01:16:00",13.66,"2016-06-03 01:29:00",765.8,0,0,0,0,0,0.185,23.97,12.94,0.626,163.1,0.654,181.8,10.62,0.794,"2016-06-03 01:27:00",0.022,0
"2016-06-03 01:45:00",240,12.59,12.91,13.56,63.46,13.66,"2016-06-03 01:31:00",13.56,"2016-06-03 01:42:00",765.8,0,0,0,0,0,0.185,23.97,12.91,0.746,175.8,0.626,184.2,13.71,0.812,"2016-06-03 01:43:00",0.02,0
"2016-06-03 02:00:00",241,12.57,12.91,13.42,63.83,13.56,"2016-06-03 01:48:00",13.42,"2016-06-03 01:59:00",765.4,0,0,0,0,0,0.184,23.97,12.88,0.599,216.7,0.83,195.3,18.63,1.187,"2016-06-03 01:55:00",0.025,0
"2016-06-03 02:15:00",242,12.58,12.84,13.28,64.41,13.39,"2016-06-03 02:01:00",13.25,"2016-06-03 02:08:00",765.4,0,0,0,0,0,0.184,23.95,12.86,0.428,220.6,0.649,216.8,10.55,0.83,"2016-06-03 02:06:00",0.02,0
"2016-06-03 02:30:00",243,12.58,12.79,13.35,63.83,13.42,"2016-06-03 02:23:00",13.28,"2016-06-03 02:16:00",765.4,0,0,0,0,0,0.184,23.95,12.81,0.407,222.6,0.464,221.2,9.03,0.666,"2016-06-03 02:22:00",0.016,0
"2016-06-03 02:45:00",244,12.56,12.74,13.45,63.29,13.49,"2016-06-03 02:34:00",13.35,"2016-06-03 02:31:00",765.4,0,0,0,0,0,0.184,23.95,12.79,0.684,231.7,0.595,229.6,5.169,0.74,"2016-06-03 02:44:00",0.019,0
"2016-06-03 03:00:00",245,12.58,12.74,13.42,63.49,13.45,"2016-06-03 02:46:00",13.42,"2016-06-03 02:49:00",766.1,0,0,0,0,0,0.184,23.95,12.76,0.232,223.6,0.582,229.6,6.777,0.843,"2016-06-03 02:47:00",0.019,0
"2016-06-03 03:15:00",246,12.56,12.72,13.35,63.29,13.42,"2016-06-03 03:01:00",13.35,"2016-06-03 03:03:00",766.1,0,0,0,0,0,0.184,23.95,12.75,0.482,224.5,0.481,223.1,7.804,0.624,"2016-06-03 03:03:00",0.017,0
"2016-06-03 03:30:00",247,12.52,12.72,13.42,63.15,13.42,"2016-06-03 03:28:00",13.32,"2016-06-03 03:23:00",766.1,0,0,0,0,0,0.184,23.95,12.73,0.539,217.4,0.51,215.1,13.83,0.709,"2016-06-03 03:26:00",0.017,0
"2016-06-03 03:45:00",248,12.54,12.72,13.08,64.72,13.39,"2016-06-03 03:31:00",13.08,"2016-06-03 03:45:00",766.1,0,0,0,0,0,0.184,23.95,12.72,0.84,236.2,0.588,224.7,9.2,0.84,"2016-06-03 03:45:00",0.019,0
"2016-06-03 04:00:00",249,12.56,12.7,13.32,64,13.32,"2016-06-03 04:00:00",13.05,"2016-06-03 03:55:00",765.6,0,0,0,0,0,0.184,23.95,12.69,0.926,190.7,0.709,215,17.99,0.926,"2016-06-03 04:00:00",0.028,0.046
"2016-06-03 04:15:00",250,12.55,12.67,13.39,63.22,13.39,"2016-06-03 04:06:00",13.28,"2016-06-03 04:01:00",765.6,0,0,0,0,0,0.184,23.94,12.67,0.722,185.2,0.709,205.2,16.67,0.882,"2016-06-03 04:13:00",0.029,0.099
"2016-06-03 04:30:00",251,12.56,12.77,13.76,61.01,13.76,"2016-06-03 04:23:00",13.42,"2016-06-03 04:16:00",765.6,0.856,0.410877,0,9.610732E-005,0,0.184,23.94,12.66,0.296,196,0.654,201.8,14.57,1.008,"2016-06-03 04:17:00",0.029,0.19
"2016-06-03 04:45:00",252,12.57,12.81,13.42,62.47,13.73,"2016-06-03 04:31:00",13.35,"2016-06-03 04:41:00",765.6,4.28,2.259823,0.001,0.0008769793,0,0.184,23.94,12.64,0.392,195.5,0.325,210.3,8.78,0.521,"2016-06-03 04:31:00",0.015,0.305
"2016-06-03 05:00:00",253,12.56,12.81,13.28,64.31,13.49,"2016-06-03 04:46:00",13.28,"2016-06-03 04:59:00",766.3,9.42,5.700918,0.004,0.001886106,0,0.184,23.94,12.62,0.255,229.4,0.375,225.9,11.65,0.696,"2016-06-03 04:52:00",0.017,0.434
"2016-06-03 05:15:00",254,12.6,12.79,13.35,63.87,13.35,"2016-06-03 05:13:00",13.22,"2016-06-03 05:04:00",766.3,34.24,17.30819,0.02,0.00893798,0,0.184,23.94,12.61,0.737,224.4,0.349,220.1,6.985,0.737,"2016-06-03 05:15:00",0.017,0.574
"2016-06-03 05:30:00",255,12.66,12.79,13.39,63.7,13.39,"2016-06-03 05:29:00",13.18,"2016-06-03 05:21:00",766.3,61.63,38.77652,0.036,0.02215273,0,0.184,23.94,12.61,0.541,237.6,0.665,226.3,9.53,0.933,"2016-06-03 05:21:00",0.031,0.721
"2016-06-03 05:45:00",256,12.68,13,13.49,64.51,13.62,"2016-06-03 05:40:00",13.45,"2016-06-03 05:31:00",766.3,52.22,48.12397,0.027,0.02626132,0,0.184,23.94,12.63,0.124,245.3,0.311,228,26.39,0.626,"2016-06-03 05:34:00",0.018,0.872
"2016-06-03 06:00:00",257,12.71,13.07,13.69,63.93,13.69,"2016-06-03 05:59:00",13.49,"2016-06-03 05:48:00",766.3,106.1,67.5379,0.054,0.03513924,0,0.184,23.94,12.64,0.134,252.6,0.157,221.7,35.51,0.351,"2016-06-03 05:57:00",0.014,1.026
"2016-06-03 06:15:00",258,13.02,13.19,13.76,64.24,13.76,"2016-06-03 06:04:00",13.62,"2016-06-03 06:02:00",766.3,168.6,123.4685,0.088,0.063587,0,0.184,23.93,12.67,0.216,213.3,0.346,227.3,12.9,0.495,"2016-06-03 06:12:00",0.027,1.183
"2016-06-03 06:30:00",259,13.32,13.45,14.07,62.95,14.07,"2016-06-03 06:30:00",13.76,"2016-06-03 06:16:00",766.3,147.2,136.822,0.074,0.07029048,0,0.184,23.93,12.73,0.483,214,0.502,213.4,14.19,0.732,"2016-06-03 06:29:00",0.034,1.339
"2016-06-03 06:45:00",260,13.26,13.68,14.37,62.23,14.37,"2016-06-03 06:45:00",14.03,"2016-06-03 06:31:00",766.3,137,129.1181,0.067,0.0639474,0,0.184,23.93,12.76,0.242,244.5,0.468,219.3,18.4,0.621,"2016-06-03 06:33:00",0.033,1.495
"2016-06-03 07:00:00",261,13.29,13.94,14.71,62.33,14.71,"2016-06-03 07:00:00",14.37,"2016-06-03 06:46:00",767.2,180.6,161.6287,0.09,0.07967296,0,0.183,23.92,12.83,0.323,108.9,0.403,200.2,29.19,0.663,"2016-06-03 06:48:00",0.034,1.65
"2016-06-03 07:15:00",262,13.3,14.23,14.84,60.97,14.98,"2016-06-03 07:13:00",14.71,"2016-06-03 07:02:00",767.2,135.2,152.949,0.061,0.07706605,0,0.183,23.91,12.88,0.483,189.1,0.438,159.9,28.47,0.666,"2016-06-03 07:08:00",0.035,1.801
"2016-06-03 07:30:00",263,13.29,14.44,14.77,61.3,14.81,"2016-06-03 07:16:00",14.67,"2016-06-03 07:27:00",767.2,250,171.6439,0.154,0.08408189,0,0.183,23.91,12.9,0.338,203.7,0.478,166.6,26.95,0.611,"2016-06-03 07:18:00",0.037,1.949
"2016-06-03 07:45:00",264,13.26,14.88,15.31,58.1,15.35,"2016-06-03 07:44:00",14.81,"2016-06-03 07:31:00",767.2,252.5,258.0306,0.121,0.1265853,0,0.183,23.91,13.01,0.65,220.8,0.618,219,20.34,0.913,"2016-06-03 07:44:00",0.053,2.096
"2016-06-03 08:00:00",265,13.27,15.26,15.51,57.72,15.55,"2016-06-03 07:55:00",15.31,"2016-06-03 07:48:00",767.5,272.2,251.6006,0.133,0.1205279,0,0.183,23.91,13.08,0.696,220.6,0.764,226.8,19.5,1.019,"2016-06-03 07:46:00",0.061,2.239
"2016-06-03 08:15:00",266,13.27,15.6,15.95,55.99,15.95,"2016-06-03 08:15:00",15.51,"2016-06-03 08:07:00",767.5,283.3,254.8222,0.142,0.1255428,0,0.183,23.91,13.18,0.807,224.7,0.793,226.5,9.16,0.973,"2016-06-03 08:07:00",0.064,2.373
"2016-06-03 08:30:00",267,13.2,16.17,16.5,54.22,16.6,"2016-06-03 08:23:00",15.99,"2016-06-03 08:16:00",767.5,319.2,296.7121,0.158,0.1568033,0,0.183,23.91,13.37,0.779,224.2,0.774,225.7,23.63,0.928,"2016-06-03 08:22:00",0.072,2.5
"2016-06-03 08:45:00",268,13.23,16.56,16.6,52.35,16.63,"2016-06-03 08:41:00",16.43,"2016-06-03 08:35:00",767.5,367.1,317.021,0.179,0.1577775,0,0.183,23.91,13.39,0.557,199.5,0.673,225.8,22.61,0.931,"2016-06-03 08:34:00",0.068,2.623
"2016-06-03 09:00:00",269,13.24,16.86,17.28,50.61,17.28,"2016-06-03 08:59:00",16.6,"2016-06-03 08:46:00",767.9,169.4,256.6669,0.138,0.1545563,0,0.183,23.91,13.39,0.735,189.6,0.611,213.6,30.02,0.758,"2016-06-03 08:59:00",0.066,2.736
"2016-06-03 09:15:00",270,13.24,17.04,17.52,47.21,17.52,"2016-06-03 09:15:00",17.07,"2016-06-03 09:10:00",767.9,196.8,132.4636,0.104,0.08756129,0,0.183,23.9,13.39,0.918,210.8,0.617,209.8,42.3,0.918,"2016-06-03 09:15:00",0.056,2.848
"2016-06-03 09:30:00",271,13.23,17.24,18.03,46.67,18.03,"2016-06-03 09:21:00",17.55,"2016-06-03 09:16:00",767.9,280.7,247.162,0.111,0.0910312,0,0.183,23.9,13.44,0.864,236.8,0.649,190.5,59.06,1.057,"2016-06-03 09:29:00",0.061,2.943
"2016-06-03 09:45:00",272,13.23,17.31,17.93,43.88,17.93,"2016-06-03 09:45:00",17.48,"2016-06-03 09:36:00",767.9,83.9,142.2182,0.054,0.06811716,0,0.183,23.9,13.37,0.666,176.5,0.758,219.5,41.27,0.944,"2016-06-03 09:36:00",0.064,3.039
"2016-06-03 10:00:00",273,13.22,17.62,19.05,41.9,19.05,"2016-06-03 10:00:00",17.96,"2016-06-03 09:46:00",767.6,99.3,114.8528,0.063,0.07055506,0,0.183,23.9,13.38,0.791,129.7,0.69,229.9,47.61,0.879,"2016-06-03 09:49:00",0.064,3.116
"2016-06-03 10:15:00",274,13.22,18.02,19.39,39.46,19.39,"2016-06-03 10:04:00",19.12,"2016-06-03 10:12:00",767.6,256.7,148.2253,0.404,0.09728792,0,0.183,23.89,13.38,1.009,159.7,0.799,168.1,40.54,1.176,"2016-06-03 10:12:00",0.081,3.192
"2016-06-03 10:30:00",275,13.19,18.51,20.78,34.83,20.82,"2016-06-03 10:27:00",19.42,"2016-06-03 10:17:00",767.6,1637,875.7973,0.831,0.6087791,0,0.183,23.89,13.41,0.503,181.5,0.661,173,74.87,1.021,"2016-06-03 10:29:00",0.18,3.25
"2016-06-03 10:45:00",276,13.14,19.68,21.21,37.27,21.42,"2016-06-03 10:39:00",20.75,"2016-06-03 10:31:00",767.6,1699,1500.12,0.866,0.7642645,0,0.183,23.89,13.47,1.256,107.4,0.788,162.4,42.53,1.289,"2016-06-03 10:39:00",0.227,3.298
"2016-06-03 11:00:00",277,13.15,21.12,20.73,35.09,20.87,"2016-06-03 10:46:00",19.3,"2016-06-03 10:50:00",767.6,1724,1536.328,0.879,0.7826867,0,0.182,23.88,13.61,0.653,257.4,1.167,137.9,42.74,1.957,"2016-06-03 10:48:00",0.246,3.327
"2016-06-03 11:15:00",278,13.12,23.01,21.67,31.31,22.16,"2016-06-03 11:06:00",21.03,"2016-06-03 11:01:00",767.6,214.7,1220.561,0.085,0.6156698,0,0.182,23.87,14.03,0.387,263.8,0.788,263.7,59.84,1.41,"2016-06-03 11:08:00",0.202,3.369
"2016-06-03 11:30:00",279,13.09,24.13,21.32,35.49,22.1,"2016-06-03 11:26:00",21.12,"2016-06-03 11:20:00",767.6,1812,1600.424,0.93,0.8188733,0,0.182,23.87,14.18,1.377,119.4,0.82,147.3,67.41,1.377,"2016-06-03 11:30:00",0.245,3.386
"2016-06-03 11:45:00",280,13.1,24.54,20.78,34.74,20.84,"2016-06-03 11:31:00",19.82,"2016-06-03 11:35:00",767.6,1802,1632.606,0.926,0.8358614,0,0.182,23.87,14.21,0.487,322.5,1.231,107.9,43.84,1.69,"2016-06-03 11:38:00",0.263,3.378
"2016-06-03 12:00:00",281,13.08,25.61,23.7,29.81,24.07,"2016-06-03 11:58:00",21.12,"2016-06-03 11:46:00",768,1825,1633.726,0.938,0.8380697,0,0.181,23.87,15.28,1.307,149.2,0.655,171.7,56.61,1.307,"2016-06-03 12:00:00",0.244,3.374
"2016-06-03 12:15:00",282,13.06,25.55,20.1,34.13,23.12,"2016-06-03 12:01:00",19.96,"2016-06-03 12:11:00",768,1831,1643.99,0.938,0.8426654,0,0.181,23.83,15.55,1.413,114.6,1.748,115.6,10.63,2.471,"2016-06-03 12:08:00",0.309,3.362
"2016-06-03 12:30:00",283,13.06,25.01,20.23,33.55,21.08,"2016-06-03 12:24:00",20.23,"2016-06-03 12:30:00",768,1834,1651.33,0.941,0.8472272,0,0.181,23.83,15.83,1.673,136.3,1.471,123.8,18.17,1.885,"2016-06-03 12:27:00",0.29,3.335
"2016-06-03 12:45:00",284,13.08,24.19,20.06,35.52,20.27,"2016-06-03 12:36:00",19.76,"2016-06-03 12:40:00",768,1837,1651.279,0.942,0.8478636,0,0.181,23.83,16.08,1.922,85,1.732,111.9,10.42,2.063,"2016-06-03 12:37:00",0.3,3.292
"2016-06-03 13:00:00",285,13.08,23.35,20.03,34.98,20.03,"2016-06-03 13:00:00",19.76,"2016-06-03 12:50:00",767.5,1829,1648.25,0.941,0.8477315,0,0.181,23.83,16.39,1.669,136.1,1.91,115.4,11.75,2.254,"2016-06-03 12:48:00",0.31,3.242
"2016-06-03 13:15:00",286,13.1,22.92,20.16,34.33,20.78,"2016-06-03 13:06:00",20.16,"2016-06-03 13:01:00",767.5,1812,1637.575,0.933,0.8437337,0,0.181,23.82,16.8,1.844,116.1,1.711,114.9,10.51,2.21,"2016-06-03 13:08:00",0.301,3.179
"2016-06-03 13:30:00",287,13.1,22.67,19.62,35.35,20.23,"2016-06-03 13:22:00",19.42,"2016-06-03 13:28:00",767.5,1794,1623.152,0.926,0.8369027,0,0.181,23.82,17.41,1.939,126.8,1.782,111.6,12.6,2.264,"2016-06-03 13:27:00",0.299,3.107
